Name,Symbol,country,price (GBP),revenue_ttm,marketcap,earnings_ttm,pe_ratio_ttm,dividend_yield_ttm
Cencosud,CENCOSUD.SN,Chile,1.5206892896,16305210708,4266767241.247,567264000.0,14.7803,1.83033
Nippon Yūsen,9101.T,Japan,27.920576476,16292556185,12523345160.513,2167550000.0,3.48229,237.722
Teva Pharmaceutical Industries,TEVA,Israel,13.5400292,16290000000,15339634959.483,827000000.0,-8.73,0.0
Evonik Industries,EVK.DE,Germany,17.69804492,16289822194,8247270872.7441,160182000.0,-32.105,547.006
Intuit,INTU,United States,473.7562496,16285000000,133106175127.06,3805000000.0,72.8147,43.624
O'Reilly Automotive,ORLY,United States,877.8769748,16283836000,50921868043.223,3249630000.0,30.1984,0.0
Ameriprise Financial,AMP,United States,356.78777,16283000000,35032527197.143,4214000000.0,18.6925,118.006
Targa Resources,TRGP,United States,111.4061716,16260500000,24406865524.9,1661500000.0,38.1299,153.27
Mitsui Fudosan,8801.T,Japan,7.1566635824,16222211572,20000370276.773,2274830000.0,5.34935,158.989
Markel,MKL,United States,1193.4731872,16204273000,15449986858.844,2782140000.0,11.2165,0.0
GAIL,GAIL.NS,India,2.1824134516,16184680804,14349540845.34,1821990000.0,32.264,230.025
Skanska,SKA-B.ST,Sweden,15.554422852,16151053763,6389557898.1268,546232000.0,13.5078,256.699
Charoen Pokphand Foods,CPF.BK,Thailand,0.54264200536,16143810792,4201987201.0346,345855000.0,80.7905,0.0
Muyuan Foods,002714.SZ,China,4.9789590436,16136590726,27211745642.633,12435200.0,14.023,155.442
Texas Instruments,TXN,United States,158.3962448,16092000000,144741331343.11,6453000000.0,26.7192,245.768
Kingfisher,KGF.L,United Kingdom,3.2100003272,16086078195,5844928512.1208,911532000.0,1432.41,377.249
Nidec,6594.T,Japan,16.078422744,16020609124,18504656499.862,1544590000.0,27.1376,221.148
Illinois Tool Works,ITW,United States,199.0544304,16014000000,59099256508.908,4300000000.0,25.529,212.145
Ricoh Company,7752.T,Japan,8.25050288,16010563306,4840553169.1396,540176000.0,16.2018,206.865
Leidos,LDOS,United States,121.9097902,16008000000,16422954917.724,918000000.0,149.271,93.9144
ENN Energy,2688.HK,China,5.869835056,15956589192,6578262908.534,1312470000.0,0.0,490.147
Grasim Industries,GRASIM.NS,India,25.390335904,15938184877,17042023610.284,1589220000.0,27.8046,35.8062
Asbury Automotive Group,ABG,United States,185.0953232,15925400000,3698223112.7859,756000000.0,5.8137,0.0
GAC (Guangzhou Automobile Group),601238.SS,China,0.9493488228,15907820438,7893884513.519,322585000.0,13.4078,55.2193
Obayashi,1802.T,Japan,9.697312528,15857442441,6952977264.2125,750271000.0,17.1987,366.67
Sharp Corporation,6753.T,Japan,5.0802692452,15847440829,3298623135.1259,-905698000.0,-2.01249,0.0
AECOM,ACM,United States,78.3752056,15837389000,10507528369.152,738774000.0,106.423,60.0601
TE Connectivity,TEL,Switzerland,114.3930548,15812000000,34766225761.403,2848000000.0,24.9538,160.032
Ambev,ABEV,Brazil,1.8248942,15779227841,28698650259.784,3285930000.0,13.2622,612.5
Metro,MRU.TO,Canada,47.597583908,15777673291,10595838672.899,925077000.0,20.4678,149.595
Everest Group,EG,Bermuda,300.3570124,15777000000,12997499538.022,2660000000.0,7.34188,183.479
Fluor Corporation,FLR,United States,36.2997744,15744000000,6217715708.6618,640000000.0,-126.026,0.0
Samsung SDI,006405.KS,South Korea,128.104525,15739651875,14148760189.226,1503190000.0,7.09209,45.3693
T&amp;D Holdings,8795.T,Japan,13.345196028,15732202318,6997207376.5679,927601000.0,-26.5823,248.679
MediaTek,2454.TW,Taiwan,27.950292916,15731868170,44549931437.785,3589160000.0,21.9427,207.048
Rexel,RXL.PA,France,22.130975808,15723438655,6564261406.6416,523824000.0,54.8786,448.868
DBS Group,D05.SI,Singapore,22.258527912,15717266620,63306935245.596,8915420000.0,5.79399,483.281
Principal,PFG,United States,64.9037528,15653600000,15030671176.09,1568700000.0,12.773,315.948
Nippon Express,9147.T,Japan,40.33511456,15642234797,3493037854.695,268987000.0,14.4631,352.616
Ecolab,ECL,United States,193.9683474,15634200000,55191361120.174,2454100000.0,58.7968,87.9846
Spotify,SPOT,Sweden,281.3689692,15619852362,56501139979.305,409817000.0,-90.0446,0.0
Vipshop,VIPS,China,12.6180576,15611184132,6731102265.9174,1480840000.0,8.25538,272.67
Estee Lauder,EL,United States,77.8951708,15608000000,27962343612.088,1150000000.0,64.8506,264.344
Coal India,COALINDIA.NS,India,4.6333949444,15598139956,28554351523.836,6344690000.0,11.2747,482.632
Kyndryl,KD,United States,17.611714852,15598000000,4071952081.9814,5000000.0,-4.13106,0.0
Jinko Solar,JKS,China,19.049,15590442805,939325269.4784,651204000.0,2.03005,646.273
Stanley Black &amp; Decker,SWK,United States,82.6231326,15584300000,12720575038.833,427100000.0,-274.3,295.297
Republic Services,RSG,United States,151.858628,15567200000,47693936102.932,2342100000.0,38.4903,80.4995
Devon Energy,DVN,United States,29.502938808,15494000000,18474739348.931,4665000000.0,5.3079,526.181
Kenvue,KVUE,United States,17.8184346,15475000000,34125333963.735,1434000000.0,46.8954,343.938
Delek US,DK,United States,14.210554,15446800000,917129289.33888,-97100000.0,-23.9114,513.499
SSE,SSE.L,United Kingdom,18.965032008,15422521299,20838553599.897,-253858000.0,0.0,452.06
Kinder Morgan,KMI,United States,16.57263,15359000000,36782290483.118,4221000000.0,19.8091,521.799
Sasol,SSL,South Africa,5.1737084,15352141942,3254717821.1738,555555000.0,1.5417,929.099
Royal Caribbean,RCL,United States,131.4914372,15329872000,33848527281.848,3920700000.0,49.5922,0.0
Fonterra,FCG.NZ,New Zealand,1.8761817276,15293668931,3618456771.6692,1119960000.0,10.8929,1373.13
Grupo México,GMBXF,Mexico,4.38127,15247378000,34834821960.172,6712180000.0,12.1957,39.2157
Indorama Ventures,IVL.BK,Thailand,0.55846943848,15242781114,3135553172.4583,-1175490000.0,-42.2075,318.253
Viatris,VTRS,United States,8.8425458,15239200000,10553754885.284,-73400000.0,7.54902,415.584
Boston Scientific,BSX,United States,63.4560288,15228000000,93447254251.93,2143000000.0,101.646,0.0
Covestro,1COV.F,Germany,46.153288728,15222453962,8710973140.9118,13471200.0,-12.4469,0.0
STMicroelectronics,STM,Switzerland,22.7521256,15177000000,20512087649.403,3166000000.0,6.25979,88.9328
Gap Inc.,GPS,United States,18.706118,15173000000,7016047704.6784,972000000.0,84.6552,183.299
LOTTE Chemical,011170.KS,South Korea,57.789408476,15161740170,2436810171.3584,-93260500.0,-72.9548,335.241
IQVIA,IQV,United States,178.5386574,15155000000,32547596424.151,2189000000.0,38.8083,0.0
Inpex,1605.T,Japan,10.365932428,15131999041,12762532274.035,8494840000.0,4.84775,343.019
KB Financial Group,KB,South Korea,46.879589,15124805455,17864311516.692,4384930000.0,7.95778,0.0
Omnicom,OMC,United States,78.4018742,15123300000,15339246396.457,2282800000.0,14.7514,272.718
Securitas AB,SECU-B.ST,Sweden,9.548654132,15116871420,5470582465.8094,520951000.0,15.4453,274.671
Rogers Communication,RCI,Canada,30.6003136,15107579152,16528759537.336,2642730000.0,22.2723,365.308
Casey's General Stores,CASY,United States,283.6319904,15091399000,10324402828.37,726980000.0,30.0572,46.0743
Keurig Dr Pepper,KDP,United States,28.5201628,15062000000,38675906355.364,2829000000.0,27.1159,229.824
Kirin Holdings,2503.T,Japan,11.692428592,15030070928,9471064309.0504,1650090000.0,20.7089,291.94
Bunzl,BNZL.L,United Kingdom,35.454684564,15029512223,11894764544.103,890017000.0,2706.65,188.256
Coca-Cola FEMSA,KOF,Mexico,68.4316276,15025555891,14726212539.105,2108760000.0,16.0797,276.991
Arch Capital,ACGL,Bermuda,85.09416888,15020000000,32000196947.804,4416000000.0,14.2475,0.0
Universal Health Services,UHS,United States,162.72112976,15017506000,10855647289.754,1424270000.0,23.9002,34.7947
Reckitt Benckiser,RKT.L,United Kingdom,46.5100384,14999908394,32216174592.096,3751480000.0,1614.78,403.639
Baxter,BAX,United States,28.535402,14997000000,14558134842.737,-75000000.0,7.59961,298.124
Nordstrom,JWN,United States,17.0374256,14969000000,2797732981.6986,527000000.0,111.0,342.342
UnipolSai Assicurazioni,US.MI,Italy,2.1308287596,14956388703,6027319984.4486,847310000.0,14.1643,639.797
Trina Solar,688599.SS,China,2.4104528404,14925319015,5253275578.488,608770000.0,9.62753,275.329
Lam Research,LRCX,United States,630.179018,14905386000,81678132740.096,4360220000.0,28.0285,96.7212
Telstra,TLS.AX,Australia,1.9710914652,14904535004,22774813276.737,1907970000.0,0.0,456.78
Newmont,NEM,United States,40.974399,14875000000,47015255380.623,-1406000000.0,-52.3301,241.187
NetEase,NTES,China,72.0128396,14872903223,46474856280.719,4044930000.0,16.6541,277.421
International Distributions Services (Royal Mail),IDS.L,United Kingdom,3.434001328,14870971725,3286636544.2563,-834671000.0,555.288,0.0
Adient,ADNT,Ireland,17.5479388,14855000000,1530003098.5165,142000000.0,19.3566,0.0
Hermès,RMS.PA,France,1870.2841572,14843024541,196021629868.95,6455890000.0,0.0,59.7745
ageas,AGS.BR,Belgium,40.42845466,14816328389,7420685424.3102,636618000.0,0.0,664.206
Consolidated Edison,ED,United States,78.95962892,14816000000,27331663687.68,2171000000.0,14.9283,315.233
United Rentals,URI,United States,613.3778,14751000000,40566292004.864,3375000000.0,23.5238,76.4034
Marks &amp; Spencer,MKS.L,United Kingdom,3.7719991644,14731818743,7615706112.3803,587356000.0,0.0,77.8329
Telus,TU,Canada,12.7933084,14730780634,19008810645.34,765178000.0,27.3648,659.511
Tractor Supply,TSCO,United States,220.435028,14713277000,23778105008.21,1454720000.0,27.7806,148.878
Motor Oil (Hellas) Corinth Refineries,MOH.AT,Greece,17.900650084,14689444020,1938086222.2076,1229920000.0,4.45257,846.787
CSX Corporation,CSX,United States,26.3333376,14634000000,51053495718.871,4727000000.0,18.3403,133.217
Synchrony,SYF,United States,37.6522534,14575000000,14881188327.178,3924000000.0,9.12684,201.41
Truist Financial,TFC,United States,32.2842452,14503000000,43233123330.785,-7591000000.0,10.63,489.182
LKQ Corporation,LKQ,United States,30.6003136,14483000000,8055715962.0198,982000000.0,11.3081,291.058
Otsuka Holdings,4578.T,Japan,43.234143772,14476505394,23409611808.294,977994000.0,23.3894,131.589
Sea (Garena),SE,Singapore,72.119514,14467993000,41421121298.924,69789000.0,197.888,0.0
Dominion Energy,D,United States,43.565063,14462000000,36548384904.479,3811000000.0,21.017,467.46
LONGi Green Energy Technology,601012.SS,China,1.8879387704,14436539272,14306881701.728,-559196000.0,8.22342,0.0
Ryanair,RYAAY,Ireland,34.4710704,14428658641,15880408577.966,1891340000.0,7.85365,214.102
TDK,6762.T,Japan,9.75080212,14367726482,18501693757.841,1440990000.0,6.95818,564.005
BorgWarner,BWA,United States,27.5219952,14342000000,6268656867.5328,1055000000.0,11.8633,119.728
Vivendi,VIV.PA,France,8.756139536,14339259190,8684427102.9398,1098210000.0,14.4616,236.589
Gelsenwasser,WWG.F,Germany,430.6293136,14337892196,1480287143.8949,90319100.0,0.0,405.993
ALD Automotive,ALD.PA,France,5.7086728964,14315377840,4658167218.7359,918307000.0,20.5066,680.252
Ayvens,AYV.PA,France,5.3068685296,14315377840,4330150157.6992,918307000.0,8.60402,0.0
Rakuten,4755.T,Japan,4.9508274804,14313945421,10642052126.751,-22675800.0,-4.27559,0.0
HELLENiQ ENERGY,ELPE.AT,Greece,5.9190348132,14310416331,1809065210.1957,892202000.0,13.3983,418.772
Singapore Airlines,C6L.SI,Singapore,3.9778655172,14289051157,11828579630.235,2192730000.0,11.2022,539.817
Reliance,RS,United States,219.0863588,14248400000,12053145478.84,1467200000.0,12.0224,145.018
BİM Birleşik Mağazalar,BIMAS.IS,Turkey,11.182601156,14232623599,6676021301.4084,924182000.0,19.1919,62.7622
Osaka Gas,9532.T,Japan,17.244450132,14205012133,6961294115.5214,1446330000.0,11.8981,226.814
Otis Worldwide,OTIS,United States,79.5638632,14181000000,31869702190.858,2208000000.0,31.2665,135.019
Yara International,YAR.OL,Norway,23.62418882,14179000000,6017690133.5732,668000000.0,13.7549,153.361
Aon,AON,United Kingdom,263.0133528,14158000000,57137546916.987,3903000000.0,26.2392,72.4825
Haleon,HLN,United Kingdom,8.1872602,14133203857,37266277722.03,2618720000.0,32.0278,142.455
Doosan,000150.KS,South Korea,96.50528184,14076772481,1505329888.8861,402371000.0,-4.06713,114.714
Sonic Automotive,SAH,United States,44.5860894,14065300000,1521286276.1165,446500000.0,-46.5039,201.49
Vistra,VST,United States,87.7358842,14063000000,30142625367.818,1149000000.0,31.8162,72.3751
ANA Holdings,9202.T,Japan,16.415361456,14028026506,7715974566.0781,1571160000.0,11.6196,144.406
Woodside Energy,WDS,Australia,13.1400002,13994000000,24949575716.536,3273000000.0,0.0,820.633
Fox Corporation,FOX,United States,29.5411892,13980000000,14115873655.03,2104000000.0,18.9463,133.883
Pan Pacific International Holdings,7532.T,Japan,19.76371848,13970424075,11798768864.92,898440000.0,31.2568,50.3751
Assa Abloy,ASSA-B.ST,Sweden,25.221409372,13938604790,28015429839.989,1804180000.0,27.5568,1540.75
Textron,TXT,United States,66.5343472,13897000000,12466075619.82,1174000000.0,18.71,9.11681
CP Axtra,CPAXT.BK,Thailand,0.73482812832,13856279239,7774478702.1776,345586000.0,53.2302,162.198
Siam Cement,SCC.BK,Thailand,5.4490274068,13839916478,6538837851.5674,607602000.0,10.9934,230.242
Xcel Energy,XEL,United States,49.1959474,13781000000,27426791406.797,2836000000.0,20.4335,330.804
Logista (Compañía de Distribución Integral Logista),LOG.MC,Spain,22.848665932,13762981708,3014881609.1661,458619000.0,14.8709,669.482
Emcor,EME,United States,323.07104,13745992000,15073654985.523,1132010000.0,37.0095,18.4973
Braskem,BAK,Brazil,5.6651726,13733728731,2234735001.5898,-1687720000.0,-4.60923,0.0
Great Eastern,G07.SI,Singapore,14.640604224,13719996526,6929691269.8146,893107000.0,12.3026,289.478
Lumen,LUMN,United States,5.5013512,13716000000,5593828614.9837,-2166000000.0,-0.631944,0.0
Kyocera,6971.T,Japan,8.878967488,13672725319,12507270915.595,1065510000.0,4.99304,266.976
Shimizu Corporation,1803.T,Japan,5.2605185028,13671033446,3671834029.4304,244318000.0,20.0442,180.247
Lincoln National Corporation,LNC,United States,23.7045756,13657000000,4034447557.3862,2376000000.0,4.34592,429.663
Amcor,AMCR,Switzerland,8.6330068,13640000000,12477630298.235,1255000000.0,16.0085,438.767
AGC,5201.T,Japan,24.855744768,13636148829,5276133435.1815,-49440100.0,-24.8242,400.551
CNA Financial,CNA,United States,37.1912676,13584000000,10072734145.618,1752000000.0,12.2124,760.736
Coca-Cola European Partners,CCEP,United Kingdom,59.9891108,13532892443,27617368306.811,1570520000.0,42.0271,255.083
Regeneron Pharmaceuticals,REGN,United States,794.8233348,13489100000,87617348240.671,4587200000.0,27.8911,0.0
Sempra Energy,SRE,United States,63.0750488,13476000000,39935711952.077,1788000000.0,21.0227,291.892
Assaí Atacadista,ASAI,Brazil,5.371741804,13463043372,1452615563.7555,697242000.0,12.7002,0.0
DXC Technology,DXC,United States,15.7878112,13457000000,2854641274.8698,403000000.0,-8.42276,0.0
Dongfeng Motor,0489.HK,China,0.2473055474,13435456509,2040908353.6051,1215620000.0,1.87888,0.0
AGCO,AGCO,United States,74.3368176,13431500000,5548671037.2966,562800000.0,6.36723,372.292
Mengniu Dairy,2319.HK,China,1.8279115616,13425353710,7173716440.7378,942794000.0,11.9988,286.463
Tenaris,TS,Luxembourg,23.8569676,13415987000,13226994380.145,3115390000.0,4.51,380.108
Dick's Sporting Goods,DKS,United States,156.7580308,13410594000,12762095104.819,1544630000.0,16.839,200.822
HCL Technologies,HCLTECH.NS,India,16.312954032,13407034569,44144891410.893,2638590000.0,1.39108,290.952
ČEZ Group,CEZ.PR,Czech Republic,29.800407992,13392749165,15997166807.657,4102380000.0,6.88474,574.758
Amphenol,APH,United States,49.2111866,13392700000,59264544041.861,2625400000.0,20.1925,66.9025
Powszechny Zakład Ubezpieczeń,PZU.WA,Poland,8.375540516,13382121744,7232460022.7674,3811800000.0,8.93169,552.103
Sika,SIKA.SW,Switzerland,253.7936368,13367207488,40716424705.077,1786600000.0,0.0,110.883
China Tower,0788.HK,China,0.1006815846,13344857418,17720759900.05,1761810000.0,53.2916,398.128
Aker BP,AKRBP.OL,Norway,15.96953866,13334514000,10071911257.01,9133960000.0,11.9657,1123.05
SK Telecom,SKM,South Korea,18.1689362,13286509318,6969221958.8198,1138030000.0,12.046,0.0
S&P Global,SPGI,United States,390.1463788,13276000000,122255335719.57,4798000000.0,66.1574,70.6038
Expedia Group,EXPE,United States,112.9339014,13263000000,14701622273.393,1194000000.0,25.7496,0.0
National Australia Bank,NAB.AX,Australia,18.97432792,13260911487,58411119962.815,6717230000.0,17.9702,455.534
WPP,WPP,United Kingdom,39.3095164,13254080445,8479495438.0902,-3235970000.0,0.0,478.603
Techtronic Industries,0669.HK,Hong Kong,11.544151176,13253917000,21154800581.76,1156900000.0,0.0,163.052
Pernod Ricard,RI.PA,France,115.72115108,13247396800,29081263226.927,3206790000.0,0.0,187.605
China Resources Power Holdings,0836.HK,Hong Kong,2.0625038064,13221783125,9921560607.2833,1210950000.0,0.0,669.101
Hera Group,HER.MI,Italy,3.012713644,13220910170,4344123099.0449,733571000.0,13.6197,384.168
FirstEnergy,FE,United States,33.6557732,13200000000,19383098271.416,1301000000.0,48.4066,371.169
Sime Darby,4197.KL,Malaysia,0.43309196832,13198904731,2951781097.1868,689633000.0,15.4101,485.904
CSL,CSL.AX,Australia,145.43454324,13174000000,70420278223.099,2663000000.0,0.0,134.667
DKSH Holding,DKSH.SW,Switzerland,60.693771408,13161916792,3942061660.6562,360151000.0,21.1272,315.104
Japan Post Bank,7182.T,Japan,7.1566635824,13119712707,25879567258.702,3365260000.0,14.865,337.85
Saputo,SAP.TO,Canada,16.262817064,13117986665,6901067312.8234,391723000.0,19.3214,254.418
NXP Semiconductors,NXPI,Netherlands,182.641812,13109000000,46524895083.889,3773000000.0,22.9953,165.619
Gestamp Automoción,GEST.MC,Spain,2.3473473132,13108267832,1334869942.1025,629403000.0,4.32888,518.481
Synnex Technology International,2347.TW,Taiwan,1.7245897856,13100657002,2876531449.9829,336894000.0,8.26871,409.22
Hua Xia Bank,600015.SS,China,0.7988236248,13071816802,12713243168.644,5001040000.0,4.73842,503.997
China State Construction International,3311.HK,Hong Kong,1.1827676492,13051580968,5958315713.4302,1379540000.0,0.0,461.764
ANZ Bank,ANZ.AX,Australia,15.484246336,13036575175,46301516106.849,6476180000.0,13.1459,588.113
Thai Oil,TOP.BK,Thailand,1.1587659092,13014280500,2588500271.3315,977035000.0,23.1545,613.532
Qantas Airways,QAN.AX,Australia,3.7694618376,13009229949,5894235048.1093,1840660000.0,-15.7676,0.0
Western Digital,WDC,United States,52.57524,13003000000,18057071547.924,-661000000.0,-9.06266,0.0
Hikvision,002415.SZ,China,3.4716192932,12966442354,32054124508.316,2324230000.0,24.134,271.805
Commerzbank,CBK.F,Germany,13.797038308,12950642523,16429623185.519,3871020000.0,11.8506,209.856
Flutter Entertainment,FLUT,Ireland,181.0188372,12927000000,32177547099.996,186000000.0,0.0,0.0
Korean Air Lines,003495.KS,South Korea,13.180536472,12918635708,4836464211.3784,1858200000.0,6.38744,335.965
Nordea Bank,NDA-FI.HE,Finland,8.916532116,12912667553,31198931856.868,7099610000.0,7.77151,852.509
Doosan Enerbility,034020.KS,South Korea,10.197082092,12879264827,6530898313.707,524691000.0,-27.005,0.0
W. R. Berkley,WRB,United States,42.8831088,12835042000,16319210150.298,2110090000.0,11.2794,345.072
Ball Corporation,BALL,United States,51.1332307,12807000000,15522258021.171,695000000.0,34.9585,118.571
Saras S.p.A.,SRS.MI,Italy,1.3488825488,12754362886,1282786788.0619,468031000.0,5.72491,918.809
Bajaj Finserv,BAJAJFINSV.NS,India,17.9232041,12719726444,28563544179.589,5064850000.0,41.6391,5.09253
Electrolux,ELUX-A.ST,Sweden,8.357863044,12711020299,2009931492.3264,-298202000.0,-10.3317,0.0
HDFC Life,HDFCLIFE.NS,India,6.5211737032,12688475295,14036303650.432,209167000.0,105.649,27.9933
Delta Electronics,2308.TW,Taiwan,9.051094252,12644366040,23510671212.284,1629790000.0,29.7183,167.121
Kesko,KESKOA.HE,Finland,16.0430678,12626366915,6416702718.5551,693950000.0,14.9408,412.447
Arca Continental,AC.MX,Mexico,7.1048655416,12623341123,12065416641.197,2083210000.0,5.0036,356.89
Gerdau,GGB,Brazil,2.6706698,12622425709,5379423360.4915,1166740000.0,3.41709,646.552
Steel Authority of India,SAIL.NS,India,1.2838873608,12608482001,5303146486.0571,464966000.0,36.273,106.639
Canadian National Railway,CNI,Canada,88.8140576,12603687638,56059432766.996,5236200000.0,21.2501,206.132
ORIX,IX,Japan,88.6388068,12586904424,20278255413.985,3329870000.0,14.0477,0.0
Unum,UNM,United States,44.536562,12578200000,8273690456.5965,1681600000.0,9.39904,248.934
Community Health Systems,CYH,United States,4.553777744,12548000000,632720075.35616,1078000000.0,3.28415,0.0
DaVita,DVA,United States,124.1080448,12524356000,10412665153.782,1410500000.0,31.6047,0.0
Schindler Group,SCHN.SW,Switzerland,217.66682732,12522516410,23775301138.658,1386100000.0,36.9285,39.271
Samvardhana Motherson,MOTHERSON.NS,India,1.9199334708,12487624281,13509212800.64,629379000.0,74.7679,30.9013
LabCorp,LH,United States,168.4388776,12487600000,14142682943.324,850300000.0,29.5346,129.671
Henry Schein,HSIC,United States,55.62308,12487000000,7047889586.3808,452000000.0,21.2145,0.0
LATAM Airlines,LTM,Chile,20.0928852,12486502000,6073316169.216,1492890000.0,19916.9,0.000117019
Seres Group,601127.SS,China,9.721390464,12474415858,14677150653.234,-11178900.0,-35.4716,0.0
KION Group,KGX.DE,Germany,30.245316436,12473853151,3965922037.2652,570879000.0,18.7578,190.853
Swisscom,SCMN.SW,Switzerland,500.36236888,12472317184,25919730090.296,2485040000.0,18.2318,374.959
JD Sports Fashion,JD.L,United Kingdom,1.5490037232,12471976547,8028682751.9685,543101000.0,5937.29,56.9631
Falabella,FALABELLA.SN,Chile,2.730978934,12471469737,6851581184.3868,865419000.0,-226.348,0.0
Tokyo Electron,8035.T,Japan,135.2707588,12471180848,62328079258.158,3226040000.0,25.7251,137.738
AES,AES,United States,15.2658686,12429000000,10852872731.279,1460000000.0,-23.6118,337.818
DTE Energy,DTE,United States,96.8527356,12397000000,20050452927.693,1528000000.0,21.0545,315.042
Corning,GLW,United States,34.1662864,12393000000,29236124993.782,647000000.0,65.029,249.61
Fidelity National Financial,FNF,United States,46.174776,12386000000,12626953976.75,1224000000.0,32.1684,309.228
Z Holdings,4689.T,Japan,2.2427454444,12384779036,16827988290.42,1248730000.0,15.5265,117.533
Essity,ESSITY-B.ST,Sweden,23.32054776,12380229020,16295281483.786,1548100000.0,25.5963,240.76
The Andersons,ANDE,United States,38.193092608,12362113000,1301181414.528,230882000.0,19.7165,112.819
J. B. Hunt,JBHT,United States,131.7124056,12340139000,13432953070.305,852696000.0,23.0095,98.6365
Ryder,R,United States,110.8194624,12335000000,4796620954.9517,665000000.0,13.6213,195.27
Hess,HES,United States,101.3292506,12322000000,31221064100.577,4516000000.0,25.7249,131.128
Wuliangye Yibin,000858.SZ,China,17.472047584,12311742562,67819659737.642,6217550000.0,21.594,0.0
MTN Group,MTN.JO,South Africa,3.9722422524,12248698225,7175733536.3,3324080000.0,0.0,348.722
Berry Global,BERY,United States,52.1447326,12245000000,5975786069.463,587000000.0,12.8268,156.069
Raymond James,RJF,United States,93.4620136,12239000000,19247848689.009,2468000000.0,15.0258,107.79
TC Energy,TRP,Canada,35.7435436,12209309133,37177572996.547,5536520000.0,66.8234,599.016
Enel Américas,ENELAM.SN,Chile,0.073765423796,12208921000,7913553965.3556,1466210000.0,3482.58,0.267463
The Mosaic Company,MOS,United States,20.3976692,12193800000,6499473058.0173,467000000.0,4.21987,303.479
MasTec,MTZ,United States,93.2334256,12185095000,7386045532.5286,265389000.0,-194.921,0.0
New World Development Company,0017.HK,Hong Kong,0.9432760016,12151010576,2373855170.1184,1288470000.0,19.4261,1850.74
Westlake Chemical,WLK,United States,113.5853772,12123000000,14605489596.088,464000000.0,15.9501,133.253
BlueScope Steel,BSL.AX,Australia,11.277922352,12111692379,4952412448.6352,962580000.0,3.76411,228.096
Sabancı Holding,SAHOL.IS,Turkey,2.1883186416,12104895731,4585684438.782,-130207000.0,2.53168,314.968
Air Products and Chemicals,APD,United States,229.3042424,12104400000,50977543351.009,3159100000.0,30.4316,175.456
Canadian Tire,CTC.TO,Canada,123.64248724,12098383239,5150054989.252,630007000.0,15.5539,314.073
Norfolk Southern,NSC,United States,187.6364598,12092000000,42423854221.885,3021000000.0,26.8669,219.094
China Resources Gas Group,1193.HK,Hong Kong,3.0644354888,12074146994,6950810335.312,1102690000.0,0.0,368.193
Entergy,ETR,United States,100.1063048,12068575000,21405832544.829,2161110000.0,18.7865,340.12
State Street Corporation,STT,United States,66.8886586,12063000000,19974291453.624,2222000000.0,12.6906,234.694
Chow Tai Fook,1929.HK,Hong Kong,0.8553077196,12061914441,8542558899.7645,1023190000.0,0.0,285.068
Dupont De Nemours,DD,United States,67.8068204,12058000000,28309007371.96,355000000.0,9.24045,165.289
Conagra Brands,CAG,United States,24.6417864,12050900000,11804647720.059,1046400000.0,14.304,431.167
Avis Budget Group,CAR,United States,66.7400764,12050000000,2380224741.2122,804000000.0,1.89199,1141.81
AEGON,AEG,Netherlands,4.8727342,12045229902,7988945541.3248,-2014230000.0,-7.56328,505.477
Singtel,Z74.SI,Singapore,1.895337402,12036975923,31298246581.235,1145110000.0,51.6609,229.571
Yamato Holdings,9064.T,Japan,8.739909788,12024291075,2997322891.6799,377164000.0,12.2529,249.526
Hormel Foods,HRL,United States,24.199925796,11980786000,13270368313.098,1081040000.0,19.7019,351.828
Vienna Insurance Group,WSV2.F,Austria,25.246706444,11968419736,3242405891.6712,571196000.0,13.9289,458.174
Molson Coors,TAP,United States,43.1878928,11937900000,8950647613.1942,1766600000.0,48.5727,299.138
Wayfair,W,United States,42.7345266,11904000000,5276218133.8931,-617000000.0,-6.8468,0.0
Barrick Gold,GOLD,Canada,15.29977582,11830000000,26910317802.127,3621000000.0,-505.75,197.726
Atos,ATO.PA,France,0.60794654912,11820694229,67832272.91184,-3683400000.0,0.0,0.0
Supermicro,SMCI,United States,325.0064184,11819523000,19031238066.258,1159810000.0,36.3411,0.0
Beijing Enterprises Holdings,0392.HK,Hong Kong,2.7271996124,11812824753,3430816819.8066,1197610000.0,0.0,572.183
Daito Trust Construction,1878.T,Japan,93.12217944,11806742076,6065244723.8882,755727000.0,16.3395,282.556
KONE,KNEBV.HE,Finland,45.207620172,11793624382,23396153646.363,1408160000.0,30.9052,319.126
Tenaga Nasional,TNABY,Malaysia,11.162714,11777928951,16222102164.193,964484000.0,30.7186,272.601
Huntington Ingalls Industries,HII,United States,200.4488172,11775000000,7860640937.8202,1013000000.0,19.8244,195.385
Crown Holdings,CCK,United States,71.6547184,11751000000,8644496620.3802,1243000000.0,22.2918,103.441
DSM-Firmenich,DSFIR.AS,Switzerland,103.85743388,11747733805,27551754223.659,-529516000.0,0.0,200.027
Sandvik,SAND.ST,Sweden,16.79702722,11731553119,21070002256.803,1907180000.0,20.3082,237.959
Vietnam National Petroleum Group,PLX.VN,Vietnam,1.3783399224,11730289214,1751307824.6126,241855000.0,15.6257,0.0
Emirates NBD Bank PJSC,EMIRATESNBD.AE,United Arab Emirates,4.2115586492,11723877939,26602722845.586,8229750000.0,6.16924,591.1
China Gas,0384.HK,China,0.70672628156,11718474776,3841458426.8791,1005540000.0,5.2228,759.001
