Name,Symbol,country,price (GBP),revenue_ttm,marketcap,earnings_ttm,pe_ratio_ttm,dividend_yield_ttm,Market_Cap_Bn,Profit_Margin
WalkMe,WKME,Israel,10.629342,272990000,998120687.64672,-37433000.0,-14.8404,0.0,0.99812068764672,-13.712223890985017
Huuuge,HUG.WA,United States,3.5804957576,272835000,200529026.44332,84790000.0,6.35008,0.0,0.20052902644332002,31.077391097183277
Marksans Pharma,MARKSANS.NS,India,2.7056513836,272283133,1226103609.115,55139300.0,45.0604,0.0,1.226103609115,20.25072188367981
RCM Technologies,RCMT,United States,15.4906468,270180000,118177679.6416,23892000.0,11.5024,0.0,0.1181776796416,8.84299355984899
Southern Province Cement Company,3050.SR,Saudi Arabia,7.0493567556,269298136,988326404.27932,60229500.0,23.1336,0.1,0.98832640427932,22.365360895034193
Sonida Senior Living,SNDA,United States,20.2147988,268040000,385518453.20448,-15581000.0,-6.08486,0.0,0.38551845320447997,-5.812938367407849
Taiba Investments,4090.SR,Saudi Arabia,9.344982224,267810042,2433961367.5018,63032200.0,39.3068,0.1,2.4339613675018,23.53616000702468
5N Plus,VNP.TO,Canada,3.780616932,267608000,336164112.60752,17650000.0,36.7859,0.0,0.33616411260752,6.595467997967177
Credit Corp Group,CCP.AX,Australia,7.889486232,267526628,537011671.85708,48719700.0,20.7653,0.0,0.53701167185708,18.211159152351744
Orla Mining,ORLA,Canada,3.0059322,267082000,961161848.32512,38302000.0,22.0556,0.0,0.96116184832512,14.340914026403876
Amarin Corporation,AMRN,Ireland,0.466090932,264779000,191643083.21152,-27022000.0,-4.72559,0.0,0.19164308321152,-10.20549212739681
CalAmp,CAMP,United States,0.304784,264736000,503149.61856,-95094000.0,-0.701754,0.0,0.0005031496185599999,-35.9203130666022
Mirum Pharmaceuticals,MIRM,United States,29.3126012,264376000,1398422140.16,-107431000.0,-8.1862,0.0,1.39842214016,-40.635685538778105
technotrans,TTR1.DE,Germany,15.874141268,264281330,109653339.00504,13574400.0,20.0468,0.0,0.10965333900504,5.136344667252885
360 One Wam,360ONE.NS,India,9.442055928,264118566,3443591630.8656,221672000.0,49.9174,0.0,3.4435916308656003,83.92897302039721
Pepper Money Limited,PPM.AX,Australia,0.69089884844,263867523,304662987.03672,101309000.0,4.16782,0.0,0.30466298703671996,38.393887526658595
Fluent,FLNT,United States,2.7354364,263700000,46151734.3296,-55206000.0,-3.14159,0.0,0.0461517343296,-20.935153583617748
Stingray Group,RAY-A.TO,Canada,4.0839684472,263133101,279459579.73168,15288400.0,10.8342,0.0,0.27945957973167995,5.81013940925661
Atlanticus,ATLC,United States,26.5314472,262483000,391198237.14944,123887000.0,6.08741,0.0,0.39119823714943996,47.19810425818053
Africa Israel Residences,AFRE.TA,Israel,48.764982824,262137743,616559675.62164,72856700.0,23.2451,0.0,0.6165596756216399,27.79328881304971
ConnectOne Bancorp,CNOB,United States,18.7213572,261936000,718304787.98848,102948000.0,10.1577,0.1,0.71830478798848,39.30273043796958
Hudson Technologies,HDSN,United States,6.3014092,261884000,286850875.1808,53436000.0,7.05983,0.0,0.28685087518080005,20.40445388034397
Jushi Holdings,JUSHF,United States,0.4038388,261856000,79433872.824,18824000.0,-0.464912,0.0,0.079433872824,7.188683856776243
Salem Media Group,SALM,United States,0.183022792,261573000,4981294.451,-42798000.0,-0.28866,0.0,0.004981294451,-16.361780458992328
RLX Technology,RLX,China,1.41686462,261568267,2225596943.319,-36397400.0,38.8614,0.1,2.2255969433189997,-13.915067151475222
SilverCrest Metals,SILV,Canada,7.2081416,261535000,1073054442.9978,132058000.0,17.9074,0.0,1.0730544429978,50.49343300131913
tuya,TUYA,China,1.3639084,260442000,772531323.31776,-13754000.0,-9.44444,0.0,0.77253132331776,-5.2810222621543375
Rico Auto Industries,RICOAUTO.NS,India,1.0189538688,259983470,137849458.50408,13451400.0,30.8452,0.1,0.13784945850408,5.173944328075935
SPAR Group,SGRP,United States,1.8591824,259252000,43590762.38688,19581000.0,6.72222,0.0,0.043590762386880005,7.552882909292889
American Coastal Insurance Corporation,ACIC,United States,8.6063382,258788000,414357310.34624,104745000.0,-5.66169,0.0,0.41435731034623996,40.47521523409123
Metropolitan Bank Holding,MCB,United States,38.936156,258016000,435808495.92064,96390000.0,10.3651,0.0,0.43580849592063997,37.35814833188639
R&S Group,RSGN.SW,Switzerland,17.431435116,257990697,488591743.38104,22731800.0,47.5869,0.0,0.48859174338104,8.811092905415888
Olo,OLO,United States,3.7259844,257813000,604004399.71584,-23644000.0,-14.8182,0.0,0.60400439971584,-9.170988274446982
Port of Tauranga,POT.NZ,New Zealand,2.8048433364,257620923,1908044134.2189,97705400.0,35.8382,0.1,1.9080441342189,37.92603444713223
Eagle Pharmaceuticals,EGRX,United States,3.009742,257551000,39000840.30832,35659000.0,4.29348,0.0,0.03900084030832,13.845413141474891
Digital Garage,4819.T,Japan,16.36728178,257303160,749402670.612,42593200.0,-11.3805,0.1,0.7494026706119999,16.553702643993955
Ingenia Communities Group,INA.AX,Australia,2.555309056,256912465,1041501086.5929,56727900.0,32.0639,0.0,1.0415010865929,22.080633572995378
Automotive Axles,AUTOAXLES.NS,India,17.238430648,256703023,260710442.23204,26221200.0,16.5788,0.1,0.26071044223204,10.214605069142484
I.g. Petrochemicals,IGPL.NS,India,5.4385504568,255576804,167522544.504,10115800.0,11.6535,0.1,0.167522544504,3.9580274272464884
Fine Organics,FINEORG.NS,India,47.63088156,255123962,1460472960.8041,66482400.0,34.4445,0.1,1.4604729608041,26.058861534927086
init innovation in traffic systems,IXX.DE,Germany,31.748358732,254587320,313550971.55936,28918500.0,52.0642,0.0,0.31355097155936,11.358971059517026
Hesai Group,HSAI,China,3.885996,254480391,495378991.99232,-63206100.0,-6.78528,0.0,0.49537899199232,-24.837316443764816
Leonteq,LEON.SW,Switzerland,24.340736004,254442712,428781622.31876,21839800.0,23.1382,0.0,0.42878162231876,8.58338595290558
Southern Petrochemical Industries Corp,SPIC.NS,India,0.7797289072,254359157,158895519.85196,27424600.0,6.00558,0.1,0.15889551985196002,10.78184104848248
CSB Bank,CSBBANK.NS,India,2.8459739372,254089109,481382326.26,88504300.0,8.87922,0.0,0.48138232626,34.83199273999579
Lakeland Financial Corp,LKFN,United States,48.8873536,253798000,1246994232.9088,120518000.0,18.1785,0.1,1.2469942329088,47.48579579035296
Bank Ochrony Srodowiska,BOS.WA,Poland,2.4054010456,253370977,223485553.14704,36118100.0,9.91109,0.0,0.22348555314704002,14.255026533682269
Intrepid Potash,IPI,United States,18.2756106,252470000,242727539.328,-60181000.0,12.0251,0.0,0.242727539328,-23.836891511862795
Kri-Kri Milk Industry,KRI.AT,Greece,11.314572628,251988106,373588853.13308,44134500.0,26.5943,0.0,0.37358885313308,17.51451713359836
Francotyp-Postalia Holding AG,FPH.DE,Germany,1.8745054156,251866056,29287043.53768,14833800.0,9.69903,0.0,0.02928704353768,5.88955901227119
Ajman Bank,AJMANBANK.AE,United Arab Emirates,0.0,251470298,0.0,-70798300.0,0.0,0.0,0.0,-28.153742435219925
Pearl Abyss,263750.KQ,South Korea,21.977059888,250845514,1349816759.0015,29923700.0,0.0,0.0,1.3498167590015,11.929134997407209
Ackerstein Group,ACKR.TA,Israel,1.1263978484,250691321,323850938.82428,27720200.0,22.5068,0.0,0.32385093882428,11.057502864249537
Dynavax Technologies,DVAX,United States,8.3739404,249695000,1097354651.8733,25308000.0,12.6494,0.0,1.0973546518733002,10.135565389775527
A10 Networks,ATEN,United States,10.934126,248963000,807661214.81216,35344000.0,22.8871,0.1,0.80766121481216,14.196487028192944
Modern Mills for Food Products,2284.SR,Saudi Arabia,9.832560428,248859434,803085549.0052,58726800.0,19.4024,0.1,0.8030855490052,23.598382048879852
MannKind Corp,MNKD,United States,4.7127226,248374000,1295975216.1536,13886000.0,-32.6316,0.0,1.2959752161536,5.590762318117033
CrossFirst Bankshares,CFB,United States,12.4237578,248321000,612353384.40192,90222000.0,11.8768,0.0,0.61235338440192,36.33281115974887
Halwani Bros,6001.SR,Saudi Arabia,12.798565924,248210018,476190133.47236,26145.2,-23.8565,0.0,0.47619013347236,0.010533499095109046
Capacit'e Infraprojects,CAPACITE.NS,India,3.521702924,248168622,297950420.41092,25431900.0,29.9748,0.0,0.29795042041092,10.247830606078798
OneSpan,OSPN,United States,12.2370776,247533000,463431581.87776,32737000.0,-17.6154,0.0,0.46343158187776,13.225307332759673
Saudi Company for Hardware (SACO),4008.SR,Saudi Arabia,7.5369197204,247465321,236279328.62852,-5931170.0,-14.7811,0.0,0.23627932862852002,-2.396768151606988
Melcor Developments,MRD.TO,Canada,7.4601141524,247313020,227379905.56236,66795100.0,4.72319,0.0,0.22737990556235999,27.00832329814257
Sangoma Technologies,SANG,Canada,4.2707858,247284000,143232338.63936,-2866000.0,-1.68622,0.0,0.14323233863936002,-1.158991281279824
Muehlhan AG,M4N.HM,Germany,1.2158900504,247011847,16903474.55592,-60085800.0,0.0,0.0,0.016903474555920003,-24.32506810088344
GAMCO Investors,GAMI,United States,19.81096,246952000,480598040.832,76000000.0,10.8333,0.1,0.48059804083200003,30.775211377109724
Fujibo Holdings,3104.T,Japan,24.310181408,246475269,275645963.836,22322200.0,18.1927,0.1,0.27564596383600004,9.056567861986997
Alamar Foods Company,6014.SR,Saudi Arabia,15.906753156,246129764,405622266.4348,9061400.0,26.4249,0.1,0.40562226643480004,3.681553930226821
Citizens Inc,CIA,United States,2.6516208,246035000,132232623.12256,21642000.0,17.6228,0.0,0.13223262312255998,8.796309468165099
FDC India,FDC.NS,India,4.9004162068,245483707,797836787.5452,50720400.0,37.6445,0.0,0.7978367875452,20.66141196083535
Vintage Wine Estates,VWE,United States,0.019963352,245456000,1196652.84628,-124539000.0,-0.00996198,0.0,0.00119665284628,-50.73781044260478
Azure Power,AZREF,India,0.266686,245278043,17112280.5504,-10300300.0,-0.453343,0.0,0.0171122805504,-4.199438267696876
Siyaram Silk Mills,SIYSIL.NS,India,4.3572911188,245023301,197731984.0534,32409900.0,10.4689,0.1,0.1977319840534,13.227272617635661
Inox Wind,INOXWIND.NS,India,2.1568954112,244953703,2812133718.6287,36514800.0,-14.0223,0.0,2.8121337186287,14.906816901641204
Basic-Fit,BFIT.AS,Netherlands,19.842733732,244888911,1309618804.0992,-14355800.0,-33.2764,0.0,1.3096188040992,-5.862168254731632
Grupa Kapitałowa Immobile,GKI.WA,Poland,0.34700877536,244663543,26007914.38948,5022090.0,-5.27467,0.0,0.026007914389479997,2.0526515468632773
GeneDx Holdings,WGS,United States,32.95477,243657000,887666380.86144,-108521000.0,-1.20333,0.0,0.8876663808614399,-44.53842902112396
Region Group,RGN.AX,Australia,1.1633529084,243377428,1352757363.037,-82036600.0,-21.2183,0.0,1.352757363037,-33.70756305305355
Viant Technology,DSP,United States,8.5187128,243250000,538374992.78592,-8400000.0,-18.0492,0.0,0.53837499278592,-3.4532374100719423
Mister Spex,MRX.F,Germany,1.9420531696,242463707,66175428.98984,-53223100.0,-1.86287,0.0,0.06617542898984,-21.950955323800276
ZimVie,ZIMV,United States,11.924674,242116000,328784715.92576,-8810000.0,-4.66272,0.0,0.32878471592576,-3.638751672751904
Beasley Broadcast Group,BBGI,United States,0.361931,240684418,555657.80608,-58207300.0,-0.359848,0.0,0.00055565780608,-24.184074932511834
Allied Cooperative Insurance Group,8150.SR,Saudi Arabia,3.0391460364,239737921,88900468.43576,23774700.0,6.10405,0.0,0.08890046843576001,9.916954272745194
Entrada Therapeutics,TRDA,United States,12.534242,239397000,466268803.9424,93453000.0,-6.37597,0.0,0.4662688039424,39.03683003546411
Blade Air Mobility,BLDE,United States,2.2020644,238379000,171615909.44192,-65098000.0,-4.50305,0.0,0.17161590944192,-27.30861359431829
Bike24 Holding,BIKE.DE,Germany,1.1525635548,238348498,51089323.51696,-88616100.0,-2.97,0.0,0.05108932351696,-37.17921478154228
Sierra Metals,SMT.TO,Canada,0.41008153828,238259000,86486247.70316,7698000.0,-1.57982,0.0,0.08648624770316,3.2309377610079784
Tidewater Renewables,LCFS.TO,Canada,1.1403645752,237951110,39770205.79756,-16643300.0,-4.87278,0.0,0.03977020579756,-6.994419988206821
Malath Cooperative Insurance Company,8020.SR,Saudi Arabia,3.2341696984,237705687,163724708.79992,1949480.0,24.4735,0.0,0.16372470879992,0.820123415894547
Paradox Interactive,PDX.ST,Sweden,13.239359784,237552197,1398383800.6187,40978300.0,31.0414,0.1,1.3983838006187,17.250229851589207
Evolus,EOLS,United States,12.1494522,237260000,766563603.83232,-52993000.0,-13.6325,0.0,0.76656360383232,-22.335412627497263
Planet Labs,PL,United States,1.6991708,235764000,498665831.41376,-125870000.0,-4.0,0.0,0.49866583141376003,-53.38813389660847
Paragon 28,FNA,United States,4.9984576,235442000,417582656.54784,-47742000.0,-7.51321,0.0,0.41758265654784,-20.277605524927584
indie Semiconductor,INDI,United States,3.1392752,235317000,563098046.79168,-82121000.0,-3.79091,0.0,0.56309804679168,-34.89803116646906
Katapult Holdings,KPLT,United States,7.9548624,235265000,33163184.34704,-28403000.0,-1.09091,0.0,0.03316318434704,-12.072769005164389
Ladun Investment Company,9535.SR,Saudi Arabia,0.64399030496,234474701,321995000.84996,17748800.0,26.4688,0.1,0.32199500084996,7.569601293574099
MS Industrie,MSAG.DE,Germany,1.1567848132,234379963,34668001.24788,5784850.0,-14.8724,0.0,0.03466800124788,2.4681504024300915
Regal Hotels International,0078.HK,Hong Kong,0.27271996124,234358302,245120678.15132,-56992900.0,-4.10426,0.0,0.24512067815132002,-24.31870324781582
Scientific and Medical Equipment House Company,4014.SR,Saudi Arabia,11.356175644,234287166,343710215.46984,24978900.0,47.6378,0.0,0.34371021546984,10.66165954647298
Van de Velde,VAN.BR,Belgium,25.499981948,233576166,322755934.48984,47236300.0,11.617,0.0,0.32275593448983997,20.223082178684276
McMillan Shakespeare,MMS.AX,Australia,7.787840768,233229816,542369536.84556,61179600.0,34.495,0.0,0.54236953684556,26.231466048920606
Mondee,MOND,United States,1.0515048,232972000,91918447.22336,-82861000.0,-0.958904,0.0,0.09191844722336,-35.56693508232749
Ålandsbanken,ALBAV.HE,Finland,29.384073048,232832710,443429512.40428,77525000.0,9.52428,0.0,0.44342951240428,33.296438460042836
Culp,CULP,United States,4.6250972,232342000,57768850.7952,-13519000.0,-2.51899,0.0,0.0577688507952,-5.818577786194489
Tide Water Oil,TIDEWATER.NS,India,20.672965348,232238745,351334464.1878,23678300.0,33.8231,0.1,0.3513344641878,10.195671699827692
HomeCo Daily Needs REIT,HDN.AX,Australia,0.63247708936,231448469,1316362559.2717,68108400.0,25.3832,0.0,1.3163625592716999,29.42702550346099
I.B.I. Investment House,IBI.TA,Israel,26.907626852,231298238,341559941.49104,73958500.0,8.24195,0.0,0.34155994149103996,31.97538409263628
Similarweb,SMWB,Israel,6.629128196,231207000,536480748.03456,-9607000.0,-11.7333,0.0,0.53648074803456,-4.155151011863828
Jagran Prakashan,JAGRAN.NS,India,0.8522065424,230923482,185485376.61968,29947200.0,7.95946,0.0,0.18548537661967998,12.968451601643526
Clarus,CLAR,United States,3.4973964,230703000,134167818.65216,-33818000.0,-2.14884,0.1,0.13416781865216001,-14.658673706020295
Amanat Holdings,AMANAT.AE,United Arab Emirates,0.24688418352,230619580,611804276.404,19966200.0,41.0252,0.1,0.611804276404,8.657634360447625
Judo Capital Holdings,JDO.AX,Australia,0.8382245764,229649129,929849140.98508,71640400.0,25.1794,0.0,0.92984914098508,31.19558968586378
Equasens,EQS.PA,France,41.120847712,229630464,618095683.35508,59061400.0,18.4033,0.0,0.61809568335508,25.720193641206073
Nextdoor,KIND,United States,1.8972804,228087000,720792020.49024,-148842000.0,-6.97222,0.0,0.7207920204902399,-65.2566783727262
Atland SAS,ATLD.PA,France,36.814554576,227899624,158323210.17204,17164500.0,0.0,0.0,0.15832321017203999,7.531605229853297
ARN Media,A1N.AX,Australia,0.3352890686,227753168,104962287.3094,-14169700.0,-20.1836,0.0,0.10496228730940001,-6.221516093247055
Deutsche Rohstoff,DR0.DE,Germany,29.29964788,227722438,146206465.10504,99646300.0,4.49136,0.0,0.14620646510504,43.757787276104956
Karooooo,KARO,Singapore,30.5850744,227677393,944873898.77248,61286400.0,37.4614,0.0,0.94487389877248,26.91808755909288
Vátryggingafélag Íslands,VIS.IC,Iceland,0.08295991892,227456219,162939249.95352,9032410.0,15.8237,0.0,0.16293924995352,3.9710543152922098
Kalyani Steels,KSL.NS,India,7.77999258,227426830,339620918.63636,41527100.0,18.9984,0.1,0.33962091863636,18.25954308029532
Silvercorp Metals,SVM,Canada,3.4783474,227346000,754780508.096,86215000.0,42.1818,0.1,0.754780508096,37.92237382667828
Grove Collaborative,GROV,United States,1.03702756,227251000,40403630.0032,-32711000.0,-1.61565,0.0,0.0404036300032,-14.394216087057924
Dhampur Sugar Mills,DHAMPURSUG.NS,India,2.0728817016,226869047,135540598.55244,20446300.0,9.44876,0.0,0.13554059855244,9.01237972758796
Lion Electric,LEV,Canada,0.51584692,226533269,116693857.02464,-117358000.0,-2.93739,0.0,0.11669385702464,-51.80607710207899
CBAK Energy,CBAT,China,0.8114874,226236271,72984533.66176,17245900.0,-6.23518,0.0,0.07298453366176,7.6229598038238535
Focusrite,TUNE.L,United Kingdom,2.7499974556,225923652,161115632.03652,28797300.0,0.0,0.0,0.16111563203652002,12.746474193857313
Ambra,AMB.WA,Poland,5.116409008,225878217,128967200.8728,24344500.0,14.584,0.0,0.1289672008728,10.777710362394085
CryoPort,CYRX,United States,6.0804408,225606000,300448557.32224,-167586000.0,-8.24742,0.0,0.30044855732224,-74.2825988670514
PCC Exol,PCX.WA,Poland,0.50473982908,225263054,87893875.84404,10381300.0,9.96751,0.0,0.08789387584404,4.608523153557174
Jeudan,JDAN.CO,Denmark,26.024667604,225049648,1441434806.5427,4933040.0,30.9282,0.1,1.4414348065427,2.1919785451075224
TechTarget,TTGT,United States,18.66802,224970000,533391993.8304,-8137000.0,27.3111,0.0,0.5333919938304,-3.616926701337956
Capital City Bank Group,CCBG,United States,26.022000744,224134000,440859571.4304,63707000.0,11.1613,0.1,0.4408595714304,28.423621583517004
VIA optronics AG,VIAO,Germany,0.169993276,223050166,13308282.11384,-8637260.0,-0.467156,0.0,0.013308282113840001,-3.8723396421951106
Triple Flag Precious Metals,TFPM,Canada,12.4161382,222273000,2504595729.2646,-90206000.0,47.0286,0.1,2.5045957292646,-40.583426687002024
Manz AG,M5Z.DE,Germany,5.15065911,222048275,43999876.99792,-16519100.0,9.9076,0.0,0.04399987699792,-7.4394182976652266
Growthpoint Properties Australia,GOZ.AX,Australia,1.3563954744,221851988,1022860598.4936,-167072000.0,-8.37741,0.0,1.0228605984936001,-75.30786697300184
Cigniti Technologies,CIGNITITEC.NS,India,12.642745104,221382129,345147508.9994,21448000.0,22.0247,0.1,0.3451475089994,9.688225556815382
Nabaltec,NTG.DE,Germany,12.58110254,221030427,110713868.45928,19987400.0,11.4216,0.0,0.11071386845928,9.04282739317153
FriendTimes,6820.HK,China,0.061581911984,221025533,130275954.7982,3542170.0,3.96151,0.0,0.1302759547982,1.6026066997426944
Sparebanken Møre,MORG.OL,Norway,5.9276982984,220825624,292016855.02052,143308000.0,8.24408,0.0,0.29201685502052,64.89645422670695
ADLPartner (Dékuple),DKUPL.PA,France,31.5794322,220718550,125286772.53728,20434400.0,0.0,0.0,0.12528677253728,9.25812533654285
Ambarella,AMBA,United States,42.7230972,220408000,1763374500.5261,-159411000.0,-22.576,0.0,1.7633745005261,-72.32541468549236
Allbirds,BIRD,United States,0.435917316,220143000,3437987.90272,-106077000.0,-0.752763,0.0,0.0034379879027200003,-48.18549760837274
Saudi Paper Manufacturing Company,2300.SR,Saudi Arabia,13.204842996,219603460,491671714.47228,30381700.0,27.1741,0.1,0.49167171447228003,13.834800234932546
Australian Agricultural Company,AAC.AX,Australia,0.73662025824,219023591,444010391.08636,-89928600.0,-9.36649,0.0,0.44401039108636,-41.05886475032728
Parkin PJSC,PARKIN.AE,United Arab Emirates,0.7883695336,218577387,2365111119.8398,110695000.0,34.7754,0.0,2.3651111198398,50.64339066328027
Nichols plc,NICL.L,United Kingdom,9.798881796,217524133,357957024.2886,30904700.0,0.0,0.0,0.35795702428860005,14.207481061423193
Dish TV,DISHTV.NS,India,0.12951491296,217514537,238638269.16312,-15585700.0,-1.59505,0.0,0.23863826916312,-7.1653601708468795
Sigma Lithium,SGML,Canada,9.6692724,217409593,1071838818.1094,30427200.0,-15.837,0.0,1.0718388181094,13.99533460328956
SmartRent,SMRT,United States,1.352479,217364000,273733630.15424,-32855000.0,-4.91667,0.0,0.27373363015424,-15.115198468927698
Eagle Football Group,EFG.PA,France,1.925168136,217345936,334813114.0958,-108201000.0,0.0,0.0,0.3348131140958,-49.78284940188622
Prothena,PRTA,Ireland,14.095802824,217246000,758076466.65472,-91358000.0,-7.26449,0.0,0.75807646665472,-42.05278808355505
Hangzhou Shunwang Technology,300113.SZ,China,1.4955141312,217046750,1038316464.8674,35154200.0,-22.9382,0.1,1.0383164648674001,16.19660280561676
CNB Financial Corp,CCNE,United States,17.9593972,216669000,377107829.00224,65703000.0,8.87054,0.1,0.37710782900224,30.32413497085416
Touax SCA,TOUP.PA,France,4.0107593304,216030290,27990132.75656,8095290.0,4.5861,0.0,0.027990132756560003,3.7472939558614673
Lycopodium,LYL.AX,Australia,6.2485748936,215840447,248319506.621,42169000.0,10.5235,0.0,0.248319506621,19.537116692498323
HKR International,0480.HK,Hong Kong,0.11143360216,215761672,165512858.24088,70689100.0,3.73931,0.1,0.16551285824088002,32.76258445012421
K92 Mining,KNT.TO,Canada,4.3985512528,215719000,1044562850.6499,45675000.0,44.5186,0.0,1.0445628506499,21.17337833014245
Indoco Remedies,INDOCO.NS,India,3.256502746,215595754,300297746.38924,13073700.0,28.7049,0.1,0.30029774638924,6.063987698013755
NZME Limited,NZM.NZ,New Zealand,0.49025801732,215491520,91521372.34228,11242800.0,8.38226,0.0,0.09152137234228,5.217281867982555
Vecima Networks,VCM.TO,Canada,11.572191304,215007856,281337983.33464,20259800.0,31.9769,0.0,0.28133798333464005,9.422818485292927
TH International (Tims China),THCH,China,0.6171876,214782980,97513172.0496,-96012100.0,-0.936576,0.0,0.0975131720496,-44.70191260033733
Marie Brizard Wine &amp; Spirits,MBWS.PA,France,3.3268164148,214712580,372231240.0466,12134600.0,0.0,0.0,0.37223124004659996,5.6515552092942105
Superloop Limited,SLC.AX,Australia,0.8763225764,214703942,439516849.3282,-33489700.0,-19.2827,0.0,0.4395168493282,-15.598083429693155
Great Southern Bancorp,GSBC,United States,43.3707632,214573000,506475080.20992,74011000.0,8.92163,0.1,0.5064750802099199,34.492224091567905
Hikal,HIKAL.NS,India,3.380930814,214453787,416871869.78144,18613800.0,47.753,0.1,0.41687186978144003,8.679632223048596
Magnachip,MX,Luxembourg,3.5507336,214305000,133000532.50624,-47814000.0,-5.2809,0.0,0.13300053250624,-22.311191992720655
Peapack-Gladstone Financial,PGC,United States,20.5500612,214096000,363277803.92192,46191000.0,7.89706,0.1,0.36327780392192,21.574900979000073
BICO Group,BICO.ST,Sweden,3.2957970232,213760469,232600303.82332,-78043200.0,-5.4891,0.0,0.23260030382332,-36.50965043494548
Mammoth Energy Services,TUSK,United States,3.1316556,212459000,150718443.24736,-160998000.0,11.7286,0.0,0.15071844324736,-75.77838547672727
Tianyu Digital Technology (Dalian),002354.SZ,China,0.36984700244,211941594,611945053.08576,-144577000.0,-21.861,0.0,0.61194505308576,-68.21549148111059
Gav-Yam Lands,GVYM.TA,Israel,6.2975308236,211330286,1354403107.4877,218045000.0,9.97729,0.0,1.3544031074876999,103.17735527978229
GreenTree Hospitality,GHG,China,2.5601856,211148706,259971486.5664,45090700.0,8.48419,0.0,0.2599714865664,21.354949719653977
German American Bancorp,GABC,United States,29.2821228,210951000,869078750.68928,101282000.0,12.2628,0.1,0.8690787506892801,48.01209759612422
Aavas Financiers,AAVAS.NS,India,16.497729332,210761490,1305945388.8435,78462100.0,30.3374,0.0,1.3059453888435,37.22791103820722
Hydrofarm,HYFM,United States,0.514323,210317000,23649138.43824,-70613000.0,-0.345846,0.0,0.02364913843824,-33.57455650280291
Mandalay Resources,MND.TO,Canada,1.8537953428,210060000,172595661.23068,44812000.0,11.6993,0.0,0.17259566123068,21.33295248976483
SPI Energy,SPI,United States,0.323528216,209888000,10224494.36496,-11650000.0,-0.316791,0.0,0.01022449436496,-5.550579356609239
Solaria Energía,SLR.MC,Spain,9.78623326,209289084,1222802378.5551,184003000.0,16.1894,0.0,1.2228023785550999,87.91810661276533
Ernst Russ,HXCK.DE,Germany,5.1168890428,209206834,172384290.47884,98926900.0,6.00997,0.0,0.17238429047884,47.286648389316
Omaxe,OMAXE.NS,India,1.0153193196,209177771,185703601.20172,-63942200.0,-4.94066,0.0,0.18570360120172,-30.56835326923911
Kornit Digital,KRNT,Israel,19.8642972,208206000,944585109.8368,-71459000.0,-15.0284,0.0,0.9445851098368,-34.321297176834484
Beacon Lighting Group,BLX.AX,Australia,1.4833989672,207893772,337823765.87604,36539900.0,19.5412,0.0,0.33782376587603996,17.576236001913514
Hansen Technologies,HSN.AX,Australia,2.4181486364,207767818,492535365.65388,36203400.0,22.7211,0.0,0.49253536565388,17.424931516583577
National CineMedia,NCMI,United States,5.4518238,207600000,519676567.53408,162100000.0,0.0,0.0,0.51967656753408,78.08285163776493
Scienjoy,SJ,China,0.685764,207516891,28696410.24368,-8631020.0,2.31322,0.0,0.028696410243680002,-4.159189142825006
NACL Industries,NACLIND.NS,India,0.50380185632,207467093,100449960.1894,-6348380.0,12.795,0.1,0.1004499601894,-3.059945511455159
Guardian Capital Group,GCG.TO,Canada,22.857809452,207197740,562270962.83244,56866900.0,1.88329,0.0,0.56227096283244,27.445714417541428
Aurinia Pharmaceuticals,AUPH,Canada,5.562765176,207105000,795425429.49632,-42906000.0,-13.7358,0.0,0.79542542949632,-20.717027594698344
Independent Bank (Michigan),IBCP,United States,24.8722793,206976000,519743620.01408,82586000.0,11.1389,0.1,0.51974362001408,39.90124458874459
Applied Optoelectronics,AAOI,United States,11.086518,206943000,453390924.07808,-72095000.0,-7.5467,0.0,0.45339092407808,-34.838095514223724
EVgo,EVGO,United States,3.1964222,206878000,967320435.74272,-122579000.0,-8.21569,0.0,0.96732043574272,-59.251829580719075
Davis Commodities,DTCK,Singapore,0.8305364,206717000,20348640.12184,5568000.0,5.95583,0.0,0.02034864012184,2.69353754166324
YOOZOO Interactive,002174.SZ,China,0.9966512996,206566146,912844118.49604,20053900.0,-11.8685,0.0,0.91284411849604,9.708221985223076
GrowGeneration,GRWG,United States,1.6153552,206554000,95582987.16896,-49364000.0,-3.73214,0.0,0.09558298716896,-23.898835171432168
Aurora Cannabis,ACB,Canada,4.4498464,205943518,244136372.8896,-15691300.0,-2.49265,0.0,0.2441363728896,-7.619224995466961
Peet Limited,PPC.AX,Australia,0.6527978006,205927826,305687631.2228,63196800.0,8.75063,0.0,0.3056876312228,30.688810360189013
q.beyond,QBY.DE,Germany,0.63834418136,205825500,79524272.52036,-6288540.0,-7.05297,0.0,0.07952427252036,-3.0552774073183353
Viemed Healthcare,VMD,United States,5.52421,205699000,214481864.9984,15150000.0,30.375,0.0,0.2144818649984,7.365130603454562
MMA Offshore,MRM.AX,Australia,1.3665600208,205434674,539235423.92456,86963400.0,7.78535,0.0,0.5392354239245599,42.33141285584536
Berentzen-Gruppe,BEZ.DE,Germany,4.0867572208,205228830,38389696.57504,2323680.0,0.0,0.0,0.038389696575039996,1.132238584608215
Unifiedpost Group,UPG.BR,Belgium,2.955299958,204840976,109735202.46352,-48408700.0,-2.87421,0.0,0.10973520246352,-23.632332234152216
